,fecha,hora,edad,genero,barrio,pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,barrio_completo,poblacion_por_barrio
2733,2018-05-10,08:31:00,17,Mujer,Palermo,A,C,B,C,A,C,C,C,C,C,C,C,C,Palermo,226534
2734,2018-05-10,08:30:00,15,Hombre,Monte castro,B,C,C,A,B,C,B,C,C,C,B,B,C,Monte castro,33623
2735,2018-05-10,08:28:00,17,Hombre,Caballito,B,B,A,B,B,B,A,B,C,C,C,A,B,Caballito,176076
2736,2018-05-10,08:27:00,15,Mujer,Palermo,C,C,C,C,A,C,C,C,C,C,C,C,C,Palermo,226534
2737,2018-05-10,08:27:00,15,Mujer,Palermo,A,A,A,A,A,A,A,A,A,A,A,A,A,Palermo,226534
2738,2018-05-10,08:27:00,15,Mujer,Caballito,B,C,C,C,C,C,C,C,C,C,C,C,C,Caballito,176076
2739,2018-05-10,08:27:00,15,Mujer,Palermo,C,C,C,C,C,C,C,C,C,C,C,C,C,Palermo,226534
2740,2018-05-10,08:27:00,15,Mujer,Palermo,B,C,A,C,C,C,C,B,C,C,C,C,C,Palermo,226534
2741,2018-05-10,08:26:00,15,Mujer,Puerto madero,C,C,C,C,C,C,C,C,C,C,C,C,C,Puerto madero,6726
2742,2018-05-10,08:26:00,15,Mujer,Almagro,C,C,C,C,C,C,C,C,C,C,C,B,C,Almagro,131699
2743,2018-05-10,08:26:00,15,Hombre,La boca,C,C,B,C,C,C,C,C,C,C,C,B,C,Boca,45113
2744,2018-05-10,08:26:00,16,Hombre,Constitucion,C,C,A,C,C,C,B,C,C,C,C,A,C,Constitucion,44107
2745,2018-05-10,08:26:00,15,Mujer,Almagro,C,C,C,C,C,C,C,C,C,C,C,C,C,Almagro,131699
2746,2018-05-10,08:24:00,15,Hombre,Villa del parque,B,C,C,C,C,C,C,C,C,C,B,B,C,Villa del parque,55273
2747,2018-05-10,08:24:00,15,Mujer,Villa crespo,B,C,A,C,C,C,B,B,C,C,C,C,C,Villa crespo,81959
2748,2018-05-10,08:09:00,28,Mujer,Agronomia,B,C,C,B,C,C,C,B,B,C,C,C,C,Agronomia,13912
2749,2018-05-10,02:26:00,28,Mujer,Otro,A,A,A,A,A,A,B,B,B,C,A,A,C,Monte castro,33623
2750,2018-05-10,01:46:00,31,Mujer,Otro,A,B,B,C,B,B,C,C,C,C,C,C,C,Saavedra,50295
2751,2018-05-10,01:23:00,16,Mujer,Balvanera,A,B,A,A,A,A,B,B,C,A,A,A,B,Balvanera,138926
2752,2018-05-10,00:58:00,16,Mujer,Balvanera,B,B,A,A,A,A,B,C,C,A,A,A,B,Balvanera,138926
2753,2018-05-09,23:01:00,37,Mujer,Otro,C,C,C,C,C,C,C,B,C,C,A,B,C,Recoleta,157932
2754,2018-05-09,22:31:00,26,Mujer,Otro,B,B,B,C,C,C,C,A,C,C,C,A,C,Monserrat,39914
2755,2018-05-09,21:31:00,21,Mujer,Otro,A,A,A,A,A,A,B,A,A,A,A,A,C,Colegiales,52551
2756,2018-05-09,17:08:00,23,Hombre,Otro,A,A,A,A,A,A,B,A,A,A,B,A,B,Monserrat,39914
2757,2018-05-09,16:48:00,25,Mujer,Otro,A,B,A,A,A,A,B,B,B,B,A,A,B,Caballito,176076
2758,2018-05-09,13:53:00,24,Mujer,Recoleta,B,C,C,A,B,A,C,B,C,C,A,C,C,Recoleta,157932
2759,2018-05-09,12:38:00,18,Hombre,Palermo,B,A,B,C,C,B,A,C,B,C,A,B,C,Palermo,226534
2760,2018-05-09,03:34:00,20,Mujer,Belgrano,A,A,A,A,A,A,B,C,B,C,A,C,C,Belgrano,126267
2761,2018-05-08,23:21:00,28,Mujer,Otro,B,C,B,B,C,B,C,C,C,C,B,C,B,San cristobal,48611
2762,2018-05-08,22:55:00,28,Hombre,Balvanera,C,C,C,C,C,C,C,C,C,C,C,C,C,Balvanera,138926
2763,2018-05-08,19:53:00,17,Mujer,Montserrat,B,C,C,C,B,C,C,C,C,C,C,B,B,Monserrat,39914
2764,2018-05-08,19:48:00,21,Mujer,Flores,A,A,A,A,B,A,A,B,A,B,A,A,A,Flores,164310
2765,2018-05-08,19:46:00,31,Mujer,Montserrat,B,B,B,B,C,C,C,B,B,C,B,A,A,Monserrat,39914
2766,2018-05-08,17:35:00,25,Hombre,Belgrano,B,C,B,A,B,B,A,A,A,C,B,C,C,Belgrano,126267
2767,2018-05-08,16:22:00,34,Mujer,Otro,B,B,B,A,B,B,C,A,B,A,A,C,C,Boca,45113
2768,2018-05-08,15:51:00,24,Mujer,Otro,A,A,A,A,A,B,A,B,B,A,A,A,B,Colegiales,52551
2769,2018-05-08,15:26:00,30,Hombre,Montserrat,C,C,C,C,C,C,C,C,C,C,C,C,C,Monserrat,39914
2770,2018-05-08,15:25:00,36,Mujer,Almagro,A,A,A,A,A,A,A,C,B,B,A,A,A,Almagro,131699
2771,2018-05-08,15:03:00,38,Mujer,Villa crespo,C,C,C,C,C,B,C,C,C,C,C,C,C,Villa crespo,81959
2772,2018-05-08,14:26:00,20,Mujer,Villa del parque,B,B,B,A,B,A,B,B,B,C,B,C,B,Villa del parque,55273
2773,2018-05-08,11:29:00,18,Mujer,Otro,B,A,A,A,A,A,B,B,B,B,A,B,C,Constitucion,44107
2774,2018-05-08,09:51:00,25,Mujer,Villa luro,A,C,A,B,B,A,C,C,C,B,A,A,C,Villa luro,32502
2775,2018-05-08,07:37:00,23,Mujer,Agronomia,C,C,C,C,C,B,C,C,C,C,C,C,C,Agronomia,13912
2776,2018-05-08,01:21:00,25,Mujer,San telmo,B,B,B,A,C,B,B,C,A,C,B,C,C,San telmo,20453
2777,2018-05-08,00:17:00,22,Mujer,Otro,B,C,C,C,B,C,C,C,C,C,C,C,C,Belgrano,126267
2778,2018-05-08,00:08:00,22,Mujer,Otro,B,C,B,C,C,C,C,B,B,B,A,C,C,San cristobal,48611
2779,2018-05-07,12:50:00,16,Mujer,Agronomia,B,C,C,B,C,C,B,B,C,C,B,B,C,Agronomia,13912
2780,2018-05-07,07:14:00,22,Mujer,Agronomia,A,A,A,A,A,A,B,B,B,C,B,A,B,Agronomia,13912
2781,2018-05-07,07:13:00,22,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Boca,45113
2782,2018-05-07,07:05:00,19,Mujer,Flores,A,B,A,A,B,B,A,A,A,C,A,B,B,Flores,164310
2783,2018-05-06,21:57:00,30,Mujer,Otro,A,A,B,B,A,A,B,B,B,B,C,C,C,Coghlan,18604
2784,2018-05-06,20:42:00,39,Mujer,Otro,A,A,A,A,A,A,A,B,C,A,A,A,C,Recoleta,157932
2785,2018-05-06,19:24:00,32,Hombre,Nunez,C,C,C,A,C,B,C,A,A,C,A,C,C,Nunez,51949
2786,2018-05-06,19:21:00,22,Mujer,Nunez,A,A,A,C,C,B,B,C,C,A,B,B,C,Nunez,51949
2787,2018-05-06,16:29:00,24,Mujer,Otro,B,C,B,B,C,A,C,A,B,C,C,C,C,Parque chacabuco,56281
2788,2018-05-06,15:56:00,30,Mujer,Otro,B,C,C,B,A,A,C,B,B,C,C,C,C,San cristobal,48611
2789,2018-05-06,15:01:00,20,Mujer,Otro,B,B,B,C,C,C,C,C,C,C,C,C,B,Coghlan,18604
2790,2018-05-06,03:38:00,41,Mujer,Otro,B,C,B,A,B,A,B,B,B,B,A,B,B,Mataderos,64436
2791,2018-05-06,03:32:00,23,Mujer,Villa lugano,C,B,B,A,C,A,B,A,A,B,A,C,C,Villa lugano,126374
2792,2018-05-06,03:26:00,37,Mujer,Otro,A,A,A,A,A,A,A,A,A,A,B,A,A,Villa gral. mitre,34713
2793,2018-05-06,01:34:00,24,Mujer,Otro,C,B,A,A,C,A,B,A,A,C,B,C,B,Chacarita,27761
2794,2018-05-06,01:31:00,20,Mujer,Otro,A,B,B,B,A,B,A,B,B,A,B,B,A,Villa crespo,81959
2795,2018-05-06,01:11:00,38,Hombre,Caballito,B,C,C,C,C,C,C,C,C,C,C,C,C,Caballito,176076
2796,2018-05-05,23:23:00,26,Mujer,Villa del parque,A,B,B,A,B,B,C,B,C,C,C,C,C,Villa del parque,55273
2797,2018-05-05,22:53:00,21,Mujer,Retiro,C,C,C,B,B,C,B,C,C,C,C,B,C,Retiro,65413
2798,2018-05-05,22:03:00,24,Hombre,Nunez,A,C,A,A,C,A,A,B,A,C,C,A,C,Nunez,51949
2799,2018-05-05,19:10:00,50,Mujer,Balvanera,A,C,A,A,A,A,B,A,A,A,A,B,B,Balvanera,138926
2800,2018-05-05,17:06:00,20,Hombre,Agronomia,A,B,A,B,B,C,B,B,B,C,C,A,B,Agronomia,13912
2801,2018-05-05,13:31:00,26,Mujer,Almagro,A,C,B,A,B,B,B,B,C,B,A,B,B,Almagro,131699
2802,2018-05-05,10:09:00,24,Hombre,Agronomia,A,B,A,B,C,C,C,B,C,C,B,C,C,Agronomia,13912
2803,2018-05-05,09:02:00,40,Hombre,Boedo,B,C,B,C,A,B,C,C,C,B,A,C,A,Boedo,47306
2804,2018-05-05,08:18:00,39,Mujer,Otro,A,B,A,B,A,B,B,B,C,C,A,A,C,Villa soldati,46779
2805,2018-05-05,05:37:00,22,Mujer,Otro,B,C,B,B,C,C,B,B,B,C,B,C,C,Parque chas,17489
2806,2018-05-05,03:49:00,24,Mujer,Otro,C,C,C,A,C,B,C,B,B,C,A,C,C,Floresta,37575
2807,2018-05-05,02:48:00,20,Mujer,Otro,B,C,A,B,B,C,B,C,B,B,B,C,C,Monte castro,33623
2808,2018-05-05,02:43:00,21,Mujer,Caballito,B,B,C,A,C,A,C,A,B,C,B,C,B,Caballito,176076
2809,2018-05-05,02:23:00,19,Mujer,Palermo,A,A,A,A,A,A,A,B,C,B,A,A,A,Palermo,226534
2810,2018-05-04,18:39:00,17,Hombre,Caballito,B,C,B,C,C,C,C,C,C,C,B,B,C,Caballito,176076
2811,2018-05-04,18:37:00,16,Mujer,Caballito,C,C,C,C,C,C,B,C,B,C,A,C,C,Caballito,176076
2812,2018-05-04,12:14:00,21,Mujer,Barracas,C,C,C,B,C,B,C,B,C,C,C,C,C,Barracas,89452
2813,2018-05-04,00:22:00,18,Mujer,La paternal,B,B,B,C,C,C,C,B,B,C,B,C,C,Paternal,19717
2814,2018-05-03,20:32:00,40,Mujer,Otro,A,A,A,A,A,A,A,A,A,A,B,A,A,Paternal,19717
2815,2018-05-03,20:09:00,19,Mujer,Nunez,B,C,B,A,C,B,C,C,C,C,A,C,B,Nunez,51949
2816,2018-05-03,19:21:00,28,Mujer,Mataderos,B,C,C,A,B,C,C,C,B,C,A,B,B,Mataderos,64436
2817,2018-05-03,15:01:00,28,Mujer,Otro,B,A,A,A,B,A,B,B,B,A,A,B,C,San cristobal,48611
2818,2018-05-03,14:56:00,21,Mujer,Villa lugano,B,B,B,B,C,B,C,B,C,C,B,C,C,Villa lugano,126374
2819,2018-05-03,10:11:00,32,Mujer,Mataderos,A,A,A,C,A,B,A,B,C,A,A,A,B,Mataderos,64436
2820,2018-05-03,01:10:00,23,Mujer,Otro,C,B,B,A,B,B,C,A,B,C,B,C,B,Villa urquiza,91563
2821,2018-05-02,22:14:00,34,Mujer,Palermo,C,C,C,C,B,C,C,C,C,C,C,C,C,Palermo,226534
2822,2018-05-02,21:55:00,20,Mujer,Otro,B,C,B,B,C,B,C,C,C,C,C,B,C,Villa luro,32502
2823,2018-05-02,17:53:00,21,Mujer,Flores,A,B,B,B,A,B,C,B,C,C,B,B,C,Flores,164310
2824,2018-05-02,03:51:00,31,Mujer,Otro,C,C,B,A,C,B,A,A,A,C,B,B,C,Boedo,47306
2825,2018-05-01,23:39:00,30,Mujer,Otro,C,C,C,C,A,C,B,A,B,A,C,C,C,Caballito,176076
2826,2018-05-01,22:49:00,17,Mujer,Otro,A,B,B,B,B,C,C,C,C,C,C,B,C,Boedo,47306
2827,2018-05-01,21:34:00,16,Mujer,Otro,C,C,B,C,C,B,C,C,C,B,B,C,C,Villa urquiza,91563
2828,2018-05-01,19:54:00,20,Mujer,Belgrano,A,A,A,A,A,A,A,A,A,A,A,A,A,Belgrano,126267
2829,2018-05-01,19:45:00,20,Mujer,Villa lugano,A,B,B,C,C,C,B,C,C,C,C,C,C,Villa lugano,126374
2830,2018-05-01,14:56:00,26,Hombre,Otro,A,B,B,B,C,B,C,B,C,C,C,B,C,Boedo,47306
2831,2018-05-01,02:06:00,36,Hombre,Caballito,A,A,A,A,A,A,A,A,A,A,C,A,B,Caballito,176076
2832,2018-04-30,22:29:00,19,Hombre,Otro,A,A,A,A,A,A,B,B,C,A,A,C,A,Monserrat,39914
2833,2018-04-30,22:24:00,19,Mujer,Otro,B,C,C,C,C,B,B,A,C,C,C,A,A,Nueva pompeya,42695
2834,2018-04-30,21:34:00,20,Mujer,Balvanera,A,A,A,A,A,A,A,A,A,A,A,A,A,Balvanera,138926
2835,2018-04-30,20:52:00,20,Mujer,Palermo,C,C,B,A,A,B,A,A,C,C,C,B,B,Palermo,226534
2836,2018-04-30,20:50:00,35,Mujer,Villa luro,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa luro,32502
2837,2018-04-30,20:04:00,22,Otro,Villa real,C,C,C,B,C,C,C,B,C,C,C,C,C,Villa real,13419
2838,2018-04-30,13:06:00,15,Mujer,Otro,A,A,A,B,C,A,C,C,C,B,A,A,C,San nicolas,29273
2839,2018-04-30,08:16:00,23,Mujer,Flores,A,B,A,A,C,A,B,B,C,C,A,C,B,Flores,164310
2840,2018-04-30,06:12:00,21,Mujer,Otro,C,C,C,B,C,C,C,C,C,C,C,B,C,Monte castro,33623
2841,2018-04-30,02:33:00,37,Mujer,Caballito,A,A,A,A,A,A,A,A,A,B,A,A,B,Caballito,176076
2842,2018-04-30,02:22:00,21,Mujer,Otro,B,B,C,B,C,B,B,C,C,C,B,A,A,Belgrano,126267
2843,2018-04-30,01:29:00,22,Hombre,Agronomia,A,A,A,A,A,A,C,B,A,B,A,A,A,Agronomia,13912
2844,2018-04-30,01:23:00,25,Mujer,Belgrano,B,C,B,C,C,C,B,C,C,C,C,C,C,Belgrano,126267
2845,2018-04-30,00:23:00,23,Mujer,Otro,A,A,A,B,C,B,C,C,C,C,A,B,A,Velez sarsfield,35081
2846,2018-04-29,19:56:00,18,Mujer,Otro,B,B,A,A,B,C,C,C,C,C,C,C,B,San cristobal,48611
2847,2018-04-29,15:57:00,22,Mujer,Otro,A,A,B,A,C,B,A,A,B,C,B,C,B,Puerto madero,6726
2848,2018-04-29,09:41:00,26,Mujer,Barracas,A,C,B,B,B,C,B,C,C,C,A,B,C,Barracas,89452
2849,2018-04-28,21:50:00,34,Mujer,Balvanera,A,B,B,B,C,B,C,C,C,C,C,C,B,Balvanera,138926
2850,2018-04-28,14:34:00,20,Hombre,Agronomia,C,C,C,C,C,C,C,C,C,C,C,C,A,Agronomia,13912
2851,2018-04-28,12:06:00,23,Mujer,Caballito,B,C,B,B,B,B,A,A,A,C,C,B,C,Caballito,176076
2852,2018-04-28,11:25:00,17,Hombre,Almagro,A,A,A,B,B,C,C,B,B,B,A,B,A,Almagro,131699
2853,2018-04-28,11:01:00,19,Hombre,Otro,B,B,C,B,B,B,C,C,C,C,B,C,C,Velez sarsfield,35081
2854,2018-04-28,10:59:00,17,Mujer,Almagro,A,A,A,B,B,A,C,B,B,A,A,B,A,Almagro,131699
2855,2018-04-28,10:55:00,19,Mujer,Otro,C,C,C,B,C,B,C,C,C,C,B,C,C,Coghlan,18604
2856,2018-04-27,11:57:00,20,Mujer,Barracas,B,A,B,A,A,A,B,A,B,A,A,A,B,Barracas,89452
2857,2018-04-27,11:52:00,32,Mujer,Palermo,C,C,B,B,C,B,B,B,C,C,C,B,C,Palermo,226534
2858,2018-04-26,22:19:00,25,Hombre,Belgrano,B,C,C,C,B,A,B,C,C,C,B,C,C,Belgrano,126267
2859,2018-04-26,17:17:00,33,Mujer,Otro,A,A,A,A,A,A,B,B,B,A,A,A,A,Saavedra,50295
2860,2018-04-26,13:40:00,30,Mujer,San telmo,B,A,B,B,B,B,A,B,B,B,A,B,B,San telmo,20453
2861,2018-04-26,00:20:00,21,Mujer,Otro,B,A,A,B,C,A,C,C,C,B,A,A,C,Liniers,44132
2862,2018-04-25,23:33:00,21,Mujer,Villa luro,A,B,A,B,A,A,A,B,B,C,C,B,C,Villa luro,32502
2863,2018-04-25,22:34:00,32,Mujer,San telmo,B,C,C,C,B,B,C,C,C,C,A,B,C,San telmo,20453
2864,2018-04-25,16:45:00,25,Mujer,Agronomia,B,B,B,B,B,C,C,B,C,C,A,C,B,Agronomia,13912
2865,2018-04-25,15:57:00,31,Mujer,Belgrano,A,A,A,B,B,A,A,B,B,B,A,A,C,Belgrano,126267
2866,2018-04-25,10:45:00,17,Mujer,Floresta,B,C,B,C,C,C,C,C,C,C,C,C,C,Floresta,37575
2867,2018-04-25,01:39:00,20,Mujer,Boedo,A,B,B,C,B,C,C,C,C,C,C,B,C,Boedo,47306
2868,2018-04-25,00:26:00,19,Mujer,Liniers,B,B,B,A,B,C,B,B,C,C,B,C,B,Liniers,44132
2869,2018-04-24,22:16:00,17,Mujer,Otro,A,B,C,C,B,C,B,C,C,C,A,B,C,Villa crespo,81959
2870,2018-04-24,22:11:00,24,Mujer,Otro,A,A,C,A,B,A,C,C,C,B,B,A,C,Villa crespo,81959
2871,2018-04-24,18:43:00,17,Mujer,Otro,A,B,B,A,A,A,B,B,A,C,B,B,A,Versalles,13822
2872,2018-04-24,18:39:00,17,Mujer,Otro,B,C,A,A,B,B,B,A,A,C,C,B,B,Constitucion,44107
2873,2018-04-24,17:13:00,30,Mujer,Otro,A,B,B,A,A,C,C,C,C,C,B,B,C,Versalles,13822
2874,2018-04-24,15:50:00,76,Mujer,San cristobal,B,C,A,C,C,C,A,C,C,C,C,B,C,San cristobal,48611
2875,2018-04-24,15:44:00,35,Mujer,Villa urquiza,A,A,A,A,A,A,A,A,A,A,A,A,A,Villa urquiza,91563
2876,2018-04-24,15:13:00,18,Hombre,Otro,C,C,C,C,C,C,C,C,C,C,C,B,C,San nicolas,29273
2877,2018-04-24,12:17:00,32,Mujer,Otro,B,C,B,A,B,A,C,B,B,C,B,C,C,Monte castro,33623
2878,2018-04-24,12:15:00,32,Mujer,Otro,C,C,B,A,B,A,C,B,B,C,C,C,C,Boedo,47306
2879,2018-04-24,10:09:00,18,Mujer,Otro,A,B,C,A,A,B,C,B,C,C,C,A,C,Monte castro,33623
2880,2018-04-24,09:18:00,36,Mujer,Almagro,B,B,B,A,C,A,C,A,A,A,A,A,C,Almagro,131699
2881,2018-04-24,04:45:00,18,Hombre,Otro,B,A,B,B,B,B,B,B,C,A,A,B,C,Mataderos,64436
2882,2018-04-24,04:18:00,54,Hombre,Belgrano,A,A,A,B,A,A,A,B,B,A,A,A,C,Belgrano,126267
2883,2018-04-23,15:25:00,30,Mujer,Agronomia,A,A,A,A,A,A,A,A,A,A,A,A,A,Agronomia,13912
2884,2018-04-23,14:53:00,17,Mujer,Villa lugano,A,A,B,B,B,A,A,A,B,C,B,B,C,Villa lugano,126374
2885,2018-04-23,14:51:00,17,Mujer,Villa lugano,A,B,B,C,C,B,B,B,C,C,B,C,C,Villa lugano,126374
2886,2018-04-23,11:54:00,38,Mujer,San telmo,B,A,A,B,B,B,C,C,B,C,A,A,C,San telmo,20453
2887,2018-04-23,10:49:00,19,Mujer,Otro,B,B,B,A,B,B,A,B,A,C,A,A,A,Parque patricios,40985
2888,2018-04-23,05:33:00,20,Mujer,Otro,A,C,C,B,C,B,B,C,B,C,B,B,B,San cristobal,48611
2889,2018-04-23,00:43:00,35,Mujer,Villa luro,B,B,B,C,A,B,B,C,B,C,C,B,B,Villa luro,32502
2890,2018-04-22,13:32:00,53,Mujer,Agronomia,C,A,A,C,A,A,A,A,A,A,A,A,A,Agronomia,13912
2891,2018-04-22,00:27:00,28,Mujer,Flores,B,B,A,A,B,A,B,B,C,C,B,A,B,Flores,164310
2892,2018-04-21,19:02:00,23,Mujer,Nunez,B,C,C,A,B,A,B,A,A,B,A,B,B,Nunez,51949
2893,2018-04-21,18:11:00,23,Mujer,Villa pueyrredon,A,A,A,A,C,C,A,A,C,C,B,A,C,Villa pueyrredon,39654
2894,2018-04-21,17:53:00,17,Mujer,Almagro,B,B,C,A,B,C,C,C,C,C,C,C,C,Almagro,131699
2895,2018-04-21,14:43:00,20,Mujer,Otro,C,A,C,A,A,A,A,C,B,C,C,C,B,Liniers,44132
2896,2018-04-20,11:50:00,22,Mujer,Belgrano,B,B,B,B,C,B,B,B,B,C,A,A,A,Belgrano,126267
2897,2018-04-20,11:17:00,19,Hombre,Otro,C,C,C,C,C,B,C,B,C,C,C,C,C,Villa santa rita,33325
2898,2018-04-20,11:04:00,21,Mujer,Otro,B,C,C,C,C,B,C,C,C,C,C,C,C,Parque avellaneda,53229
2899,2018-04-19,21:04:00,28,Mujer,Otro,A,C,B,C,C,B,C,C,C,C,C,B,C,Balvanera,138926
2900,2018-04-19,20:23:00,18,Mujer,Otro,A,A,C,B,A,A,B,A,A,C,A,A,C,Villa santa rita,33325
2901,2018-04-19,18:35:00,26,Mujer,Retiro,A,B,B,C,B,B,A,B,A,B,A,A,C,Retiro,65413
2902,2018-04-18,23:12:00,24,Mujer,Caballito,A,B,A,A,B,A,C,C,C,B,A,A,C,Caballito,176076
2903,2018-04-18,20:39:00,17,Mujer,Colegiales,C,C,C,C,C,B,B,C,C,C,C,B,C,Colegiales,52551
2904,2018-04-18,17:34:00,47,Mujer,Otro,A,B,C,C,C,C,A,C,C,C,B,C,C,Nueva pompeya,42695
2905,2018-04-18,17:30:00,18,Mujer,Otro,A,A,C,B,A,A,A,C,A,C,A,A,C,San nicolas,29273
2906,2018-04-18,16:29:00,23,Mujer,San nicolas,A,B,A,A,A,A,A,A,A,B,A,B,C,San nicolas,29273
2907,2018-04-18,12:45:00,18,Mujer,Otro,A,B,B,B,A,A,A,C,B,C,A,A,C,Belgrano,126267
2908,2018-04-18,10:54:00,33,Mujer,Otro,C,C,C,C,C,B,C,C,C,C,C,C,C,Caballito,176076
2909,2018-04-18,10:49:00,20,Mujer,Almagro,A,A,A,A,A,A,A,A,A,A,A,A,A,Almagro,131699
2910,2018-04-18,09:45:00,23,Mujer,Otro,B,A,C,C,B,B,C,C,C,B,A,B,C,Boedo,47306
2911,2018-04-17,15:28:00,17,Mujer,Belgrano,A,A,A,A,A,A,A,A,A,A,A,A,A,Belgrano,126267
2912,2018-04-17,14:41:00,20,Mujer,Otro,B,C,A,A,A,A,B,B,B,B,A,C,B,Palermo,226534
2913,2018-04-17,14:02:00,20,Hombre,Otro,B,B,A,B,C,B,C,C,B,C,C,B,C,Parque chacabuco,56281
2914,2018-04-17,11:02:00,15,Mujer,Almagro,A,A,C,B,A,B,A,B,C,A,A,A,C,Almagro,131699
2915,2018-04-16,20:42:00,24,Mujer,Agronomia,A,A,A,A,A,A,A,A,A,A,A,A,A,Agronomia,13912
2916,2018-04-16,19:49:00,18,Mujer,Otro,A,A,A,A,A,A,A,A,A,B,A,A,B,Paternal,19717
2917,2018-04-16,19:27:00,25,Mujer,Otro,B,B,A,C,B,B,A,B,C,C,C,B,C,Parque chas,17489
2918,2018-04-16,14:31:00,23,Mujer,Belgrano,B,C,A,A,C,C,C,A,B,C,A,A,C,Belgrano,126267
2919,2018-04-16,11:45:00,35,Mujer,Otro,A,B,C,B,C,A,B,A,B,A,C,A,A,San nicolas,29273
2920,2018-04-16,11:43:00,35,Mujer,Otro,B,B,C,C,C,C,C,C,C,C,C,B,C,Colegiales,52551
2921,2018-04-16,11:40:00,35,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa santa rita,33325
2922,2018-04-16,02:06:00,34,Mujer,Balvanera,B,C,C,B,C,B,B,B,C,B,A,C,C,Balvanera,138926
2923,2018-04-15,22:44:00,17,Mujer,Otro,B,C,B,A,B,A,B,A,C,B,A,C,A,Caballito,176076
2924,2018-04-15,22:17:00,27,Mujer,Otro,B,C,B,A,A,B,C,A,B,C,A,C,C,Villa gral. mitre,34713
2925,2018-04-15,16:31:00,18,Mujer,Otro,A,A,A,A,A,A,B,B,A,C,A,A,C,Parque patricios,40985
2926,2018-04-15,10:08:00,25,Mujer,San cristobal,A,B,A,A,B,B,B,B,B,C,B,B,B,San cristobal,48611
2927,2018-04-15,02:10:00,21,Hombre,Otro,C,C,A,B,B,B,C,C,C,A,B,B,C,Constitucion,44107
2928,2018-04-14,13:07:00,24,Mujer,Almagro,B,C,A,A,B,A,C,B,B,C,B,B,C,Almagro,131699
2929,2018-04-14,02:30:00,22,Mujer,San cristobal,A,B,B,A,B,B,A,B,B,B,A,B,C,San cristobal,48611
2930,2018-04-14,00:19:00,40,Mujer,Belgrano,B,C,C,B,B,A,B,C,B,C,C,A,C,Belgrano,126267
2931,2018-04-13,22:16:00,25,Mujer,Otro,A,A,A,A,B,B,B,A,A,A,A,B,A,Villa gral. mitre,34713
2932,2018-04-13,19:22:00,16,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,B,C,C,Paternal,19717
2933,2018-04-13,14:46:00,29,Mujer,Belgrano,C,C,C,C,C,C,C,C,C,C,C,C,C,Belgrano,126267
2934,2018-04-13,14:12:00,38,Mujer,Liniers,C,B,C,C,C,C,C,C,C,C,C,B,C,Liniers,44132
2935,2018-04-12,18:38:00,30,Mujer,Nunez,C,C,C,C,C,B,C,B,C,C,B,C,C,Nunez,51949
2936,2018-04-12,18:08:00,31,Mujer,Otro,C,C,B,C,C,C,C,C,C,C,C,B,C,Almagro,131699
2937,2018-04-12,16:57:00,25,Mujer,Montserrat,B,A,A,B,A,B,C,C,C,B,A,B,C,Monserrat,39914
2938,2018-04-12,13:43:00,35,Mujer,Caballito,B,C,C,C,C,C,C,C,C,C,C,C,C,Caballito,176076
2939,2018-04-12,08:52:00,46,Mujer,Coghlan,A,B,C,A,C,B,C,B,C,C,A,B,C,Coghlan,18604
2940,2018-04-12,08:39:00,20,Mujer,Otro,B,C,C,A,C,C,C,C,C,C,B,B,C,Villa real,13419
2941,2018-04-11,22:11:00,35,Mujer,Balvanera,B,C,C,C,B,B,C,C,C,C,B,C,B,Balvanera,138926
2942,2018-04-11,22:09:00,36,Hombre,Otro,C,B,B,A,B,C,B,B,B,C,C,C,C,Parque chacabuco,56281
2943,2018-04-11,21:46:00,25,Mujer,Otro,B,C,C,B,C,A,A,B,C,C,B,A,B,San telmo,20453
2944,2018-04-11,13:53:00,30,Mujer,Flores,B,B,B,B,C,B,C,B,B,C,A,C,B,Flores,164310
2945,2018-04-11,10:43:00,32,Mujer,Almagro,A,A,A,A,A,B,A,A,A,B,B,A,A,Almagro,131699
2946,2018-04-10,19:10:00,31,Mujer,Villa real,B,C,C,B,B,B,C,C,C,C,C,B,C,Villa real,13419
2947,2018-04-10,16:29:00,23,Mujer,Barracas,A,B,A,A,C,C,B,B,B,C,C,B,B,Barracas,89452
2948,2018-04-10,09:16:00,18,Mujer,Belgrano,B,C,C,A,B,B,C,C,C,C,C,B,C,Belgrano,126267
2949,2018-04-10,08:44:00,21,Mujer,Constitucion,C,C,C,C,C,C,B,C,C,C,C,C,C,Constitucion,44107
2950,2018-04-09,19:02:00,19,Mujer,Almagro,B,A,A,B,C,C,B,B,C,C,C,B,C,Almagro,131699
2951,2018-04-09,19:01:00,19,Mujer,Almagro,B,A,A,B,C,C,B,B,C,C,C,B,C,Almagro,131699
2952,2018-04-09,18:50:00,19,Mujer,Almagro,B,C,C,C,C,C,C,C,C,C,B,B,B,Almagro,131699
